gene	annotation	no_sequences	aln_len	pos_count	pos_per_codon	mean_n_dev_pos	stdev_n_dev_pos	max_n_dev
NKPBLJ_04990	Outer membrane protein P-IIC	1	227	0	0.0			0.0
KIIHOL_04940	2-oxoglutarate dehydrogenase complexdihydrolipoyllysine-residue succinyltransferase	125	394	0	0.0			0.0
OIJOPB_01540	YraN family protein	125	116	0	0.0			0.0
JDLPOL_07855	hypothetical protein	1	164	0	0.0			0.0
FLIFPJ_02890	hypothetical protein	1	72	0	0.0			0.0
LKENIL_10450	hypothetical protein	119	112	0	0.0			0.0
LBAEBK_03975	2,3,4,5-tetrahydropyridine-2,6-dicarboxylateN-succinyltransferase	124	274	0	0.0			0.0
KGAFGA_03190	hypothetical protein	4	106	0	0.0			0.0
IJDKON_04685	hypothetical protein	124	86	0	0.0			0.0
NNPMCJ_08445	DUF1294 domain-containing protein	125	124	0	0.0			0.0
FLPKAP_09315	succinate dehydrogenase iron-sulfur subunit	125	236	0	0.0			0.0
EFGCPC_08935	DNA polymerase III subunit beta	125	368	0	0.0			0.0
AAJHJC_09785	16S rRNA (guanine(527)-N(7))-methyltransferaseRsmG	125	208	0	0.0			0.0
DCGKFM_02965	2-nitropropane dioxygenase	119	392	0	0.0			0.0
LMPAAK_06720	hydroxyacid dehydrogenase	123	290	0	0.0			0.0
ELOKED_03420	MerR family transcriptional regulator	125	136	0	0.0			0.0
DDFKJF_04065	EamA family transporter	125	288	0	0.0			0.0
MKPBBA_11630	Rap60	1	225	0	0.0			0.0
EFGCPC_06270	hypothetical protein	1	151	0	0.0			0.0
FOGPJI_00455	Ribonuclease BN	125	98	0	0.0			0.0
APANNK_07080	zf-HC2 domain-containing protein	88	60	0	0.0			0.0
FDOLEH_05750	DUF2523 domain-containing protein	124	95	0	0.0			0.0
CEMIJF_08700	hypothetical protein	3	241	0	0.0			0.0
EFGCPC_07630	hypothetical protein	1	56	0	0.0			0.0
PNIJEF_02785	hypothetical protein	125	106	0	0.0			0.0
GHKIBE_06330	alpha-hydroxy-acid oxidizing enzyme	125	391	0	0.0			0.0
CPFJAA_03390	azurin	125	184	0	0.0			0.0
LKENIL_08810	hypothetical protein	3	229	0	0.0			0.0
AAJHJC_07540	hypothetical protein	125	49	0	0.0			0.0
DNHNFJ_05845	hypothetical protein	2	173	0	0.0			0.0
LOGDOA_05075	hypothetical protein	6	56	0	0.0			0.0
APANNK_06385	hypothetical protein	124	52	0	0.0			0.0
GBEPFH_05060	cadmium-translocating P-type ATPase	125	726	0	0.0			0.0
CMGIPM_03565	hypothetical protein	1	53	0	0.0			0.0
MCBNGC_05215	hypothetical protein	125	103	0	0.0			0.0
OIJOPB_01025	DUF2818 domain-containing protein	125	100	0	0.0			0.0
HEIKPG_09610	Colony opacity-associated adhesin	1	272	0	0.0			0.0
NKPBLJ_08245	Phage associated protein	125	162	0	0.0			0.0
AAJHJC_07375	hypothetical protein	125	75	0	0.0			0.0
EFAODB_08750	hypothetical protein	1	285	0	0.0			0.0
HPHECO_11185	DUF1778 domain-containing protein	47	93	0	0.0			0.0
PNIJEF_11055	riboflavin synthase subunit alpha	125	235	0	0.0			0.0
HCCGLM_02315	hypothetical protein	21	58	0	0.0			0.0
DKMLDN_11175	hypothetical protein	1	116	0	0.0			0.0
EGAONJ_01810	hypothetical protein	1	85	0	0.0			0.0
GEEBOD_05835	Superoxide dismutase Fe-Mn family	1	127	0	0.0			0.0
FLPKAP_02500	transcriptional regulator	125	104	0	0.0			0.0
NKPBLJ_05575	DUF3800 domain-containing protein	1	219	0	0.0			0.0
LMPAAK_11350	Replication initiation factor family protein	1	405	0	0.0			0.0
GILMCH_00005	Bacterial mobilisation protein (MobC)	22	84	0	0.0			0.0
GHKIBE_06795	hypothetical protein	1	72	0	0.0			0.0
LIFIJF_03205	Pilin	2	196	0	0.0			0.0
HPHECO_06715	30S ribosomal protein S16	125	82	0	0.0			0.0
KOBKIE_05210	hypothetical protein	1	132	0	0.0			0.0
JDLPOL_01225	hypothetical protein	1	138	0	0.0			0.0
GHKIBE_03410	hypothetical protein	1	65	0	0.0			0.0
AKGBFI_04800	adhesin	75	467	0	0.0			0.0
DDFKJF_05950	hypothetical protein	1	152	0	0.0			0.0
CMGIPM_04220	iron-sulfur cluster insertion protein ErpA	10	154	0	0.0			0.0
HJAEIG_11370	Recombination-associated protein RdgC	125	300	0	0.0			0.0
FLPKAP_01260	hypothetical protein	1	144	0	0.0			0.0
CLFGNL_11325	Epsilon_3 antitoxin	4	83	0	0.0			0.0
OIJOPB_02405	50S ribosomal protein L24	125	108	0	0.0			0.0
DCGKFM_01780	TonB-system energizer ExbB	125	221	0	0.0			0.0
OIJOPB_01705	Malate:quinone oxidoreductase	117	68	0	0.0			0.0
AENKPA_08460	Mg-dependent DNase	124	257	0	0.0			0.0
BOOKHB_07245	hypothetical protein	125	81	0	0.0			0.0
HPHECO_00965	Neisseria toxin MafB	124	106	0	0.0			0.0
EFGCPC_06055	Recombinase D	1	143	0	0.0			0.0
GEEBOD_08820	iron donor protein CyaY	125	108	0	0.0			0.0
MPNNBP_11320	hypothetical protein	1	64	0	0.0			0.0
LKENIL_02695	putative protein conserved in archaea	125	95	0	0.0			0.0
HEEDGJ_06670	preprotein translocase subunit YajC	125	89	0	0.0			0.0
OJCHKC_04470	hypothetical protein	1	80	0	0.0			0.0
HEEDGJ_07505	type IV pilus assembly protein PilZ	125	117	0	0.0			0.0
OPCPNN_04770	hypothetical protein	1	131	0	0.0			0.0
FDOLEH_04100	hypothetical protein	1	203	0	0.0			0.0
EGAONJ_00695	RnfH family protein	125	93	0	0.0			0.0
OFCCKL_09905	hypothetical protein	2	201	0	0.0			0.0
NEILBB_10465	hypothetical protein	1	104	0	0.0			0.0
GMLLLN_08760	hypothetical protein	1	39	0	0.0			0.0
ELOKED_02875	hypothetical protein	2	346	0	0.0			0.0
LMPAAK_00040	site-specific DNA-methyltransferase	32	226	0	0.0			0.0
HEPKNL_04650	hypothetical protein	1	130	0	0.0			0.0
CLFGNL_08480	HNH endonuclease	124	375	0	0.0			0.0
HEPKNL_07700	hypothetical protein	4	157	0	0.0			0.0
IECMBI_10520	NUDIX hydrolase	125	341	0	0.0			0.0
DFBINA_07425	bifunctional phosphopantothenoylcysteinedecarboxylase/phosphopantothenate--cysteine ligase CoaBC	125	395	0	0.0			0.0
LCAGDG_04655	hypothetical protein	1	41	0	0.0			0.0
CMGIPM_10785	GTP cyclohydrolase FolE2	125	258	0	0.0			0.0
LKENIL_06720	isoprenyl transferase	125	249	0	0.0			0.0
BGAEOD_04515	glutathione peroxidase	125	246	0	0.0			0.0
IJDKON_08220	cytochrome C	125	208	0	0.0			0.0
HEEDGJ_01585	Cell division protein FtsQ	125	243	0	0.0			0.0
DKMLDN_02770	NADH-quinone oxidoreductase subunit NuoK	125	102	0	0.0			0.0
OIJOPB_10305	hypothetical protein	1	55	0	0.0			0.0
PNIJEF_02695	hypothetical protein	2	201	0	0.0			0.0
BOOKHB_07870	hypothetical protein	1	58	0	0.0			0.0
LCAGDG_11275	hypothetical protein	125	32	0	0.0			0.0
FLPKAP_00655	hypothetical protein	1	133	0	0.0			0.0
MCBNGC_01135	Pilin	1	106	0	0.0			0.0
FLIFPJ_02760	hypothetical protein	1	51	0	0.0			0.0
GHKIBE_11240	Pyocin activator protein PrtN	125	89	0	0.0			0.0
DFBINA_07220	hypothetical protein	1	97	0	0.0			0.0
DPNOOC_06835	hypothetical protein	1	226	0	0.0			0.0
JMBIMI_05090	porin PorA	1	396	0	0.0			0.0
DPNOOC_03020	Lacto-N-neotetraose biosynthesisglycosyltransferase LgtE	2	98	0	0.0			0.0
GILMCH_05255	chorismate lyase	125	159	0	0.0			0.0
HEEDGJ_10295	type II toxin-antitoxin system antitoxin FitA	124	79	0	0.0			0.0
IECMBI_11380	transcriptional regulator	7	122	0	0.0			0.0
KHMBHM_08190	3-hydroxyacyl-ACP dehydratase FabZ	125	150	0	0.0			0.0
MCBNGC_06695	flavodoxin-dependent(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	125	422	0	0.0			0.0
IPDDEA_08100	Phage associated protein	1	66	0	0.0			0.0
NKPBLJ_06665	hypothetical protein	1	126	0	0.0			0.0
AMHIEJ_03140	hypothetical protein	122	68	0	0.0			0.0
IPDDEA_10165	30S ribosomal protein S17	125	88	0	0.0			0.0
HLLAKN_02685	Phage associated protein	125	120	0	0.0			0.0
GONEAM_09495	transcriptional regulator	123	167	0	0.0			0.0
DKMLDN_03965	YfhL family 4Fe-4S dicluster ferredoxin	125	84	0	0.0			0.0
BGAEOD_11160	hypothetical protein	1	171	0	0.0			0.0
LJCBIJ_00480	hypothetical protein	41	65	0	0.0			0.0
FLPKAP_03335	pilin	1	96	0	0.0			0.0
AKGBFI_00545	YciI family protein	123	97	0	0.0			0.0
BFPELO_04965	hypothetical protein	1	65	0	0.0			0.0
MCMGGC_05835	DUF2059 domain-containing protein	124	178	0	0.0			0.0
JPGGPH_06710	hypothetical protein	1	182	0	0.0			0.0
BNBOEA_09795	glycosyltransferase family 2 protein	125	253	0	0.0			0.0
CPFJAA_11225	tetracycline resistance determinant leaderpeptide	3	29	0	0.0			0.0
DBIOJN_00655	XRE family transcriptional regulator	125	107	0	0.0			0.0
GPNLAD_09910	hypothetical protein	1	354	0	0.0			0.0
FPKBML_01190	hypothetical protein	1	62	0	0.0			0.0
GHKIBE_06820	P97	36	69	0	0.0			0.0
OIJOPB_06525	hypothetical protein	1	64	0	0.0			0.0
PDCJLA_00625	hypothetical protein	7	72	0	0.0			0.0
HEPKNL_07830	hypothetical protein	1	265	0	0.0			0.0
LIFIJF_06775	Immunity protein 31	125	81	0	0.0			0.0
AAJHJC_01575	NAD(P)H nitroreductase	39	70	0	0.0			0.0
IECMBI_04805	Cysteine-rich CPCC	124	69	0	0.0			0.0
OEJBCO_03100	Sel1 repeat protein	6	95	0	0.0			0.0
CMGIPM_10465	SirB family protein	125	125	0	0.0			0.0
OJCHKC_11665	KfrB	7	119	0	0.0			0.0
AAPKIE_11150	hypothetical protein	1	208	0	0.0			0.0
OIJOPB_12025	Phage associated protein	1	54	0	0.0			0.0
DEODPA_08755	hypothetical protein	1	36	0	0.0			0.0
GONEAM_05790	hypothetical protein	7	96	0	0.0			0.0
BOOKHB_07895	hypothetical protein	1	107	0	0.0			0.0
DFBINA_10590	acyl-CoA thioesterase	125	128	0	0.0			0.0
OFCCKL_10455	hypothetical protein	10	40	0	0.0			0.0
LGFMJF_06310	Periplasmic protein	125	59	0	0.0			0.0
GILMCH_02065	hypothetical protein	125	141	0	0.0			0.0
HEIKPG_10010	hypothetical protein	28	97	0	0.0			0.0
LJCBIJ_02010	Repetitive large surface protein	2	357	0	0.0			0.0
LKENIL_00900	hypothetical protein	125	167	0	0.0			0.0
KGAFGA_00005	hypothetical protein	1	265	0	0.0			0.0
PNIJEF_00005	hypothetical protein	1	270	0	0.0			0.0
KGFFKI_09150	Putative manganese efflux pump MntP	17	189	0	0.0			0.0
JDLPOL_07820	hypothetical protein	1	84	0	0.0			0.0
CEMIJF_09930	hypothetical protein	1	448	0	0.0			0.0
IECMBI_11305	hypothetical protein	1	129	0	0.0			0.0
GONEAM_08980	hypothetical protein	125	61	0	0.0			0.0
JCPBFJ_09725	Ycb	46	142	0	0.0			0.0
AAPKIE_05520	Phage associated protein	125	90	0	0.0			0.0
IJDKON_10250	type I glyceraldehyde-3-phosphate dehydrogenase	125	335	0	0.0			0.0
ALJDAG_08760	hypothetical protein	1	76	0	0.0			0.0
ACIHAE_06940	Autotransporter	112	71	0	0.0			0.0
DFBINA_08585	Aconitate hydratase 1	125	229	0	0.0			0.0
HMKGBL_05325	23S rRNA pseudouridylate synthase B	125	350	0	0.0			0.0
DCGKFM_01460	Outer membrane receptor for ferrienterochelin andcolicins	125	234	0	0.0			0.0
JMBIMI_04750	Fe-S cluster assembly protein IscX	125	66	0	0.0			0.0
PDBIIP_00680	DedA family protein	2	205	0	0.0			0.0
NNPMCJ_09285	cell division topological specificity factorMinE	125	88	0	0.0			0.0
KMNMBO_07505	hypothetical protein	1	36	0	0.0			0.0
DKMLDN_07185	very short patch repair endonuclease	124	138	0	0.0			0.0
NKPBLJ_06745	hypothetical protein	21	61	0	0.0			0.0
DEODPA_04040	hypothetical protein	1	239	0	0.0			0.0
DDFKJF_10895	hypothetical protein	103	165	0	0.0			0.0
HJJNII_04090	hypothetical protein	125	83	0	0.0			0.0
OIJOPB_08425	hypothetical protein	1	311	0	0.0			0.0
AAPKIE_11155	hypothetical protein	1	78	0	0.0			0.0
HCCGLM_08645	leucyl/phenylalanyl-tRNA--protein transferase	125	242	0	0.0			0.0
CMGIPM_02030	Putative hemagglutinin	2	91	0	0.0			0.0
DEODPA_08085	Lipoprotein	5	58	0	0.0			0.0
CIKFOC_06985	Autotransporter adhesin	3	102	0	0.0			0.0
GHKIBE_00785	hypothetical protein	1	153	0	0.0			0.0
CLFGNL_07460	Fido domain-containing protein	1	267	0	0.0			0.0
KIIHOL_05430	FixH	125	183	0	0.0			0.0
LMPAAK_08915	Phage associated protein	2	139	0	0.0			0.0
FLIFPJ_10960	hypothetical protein	1	200	0	0.0			0.0
PDBIIP_09045	Putative manganese efflux pump MntP	47	67	0	0.0			0.0
PMGANF_05175	hypothetical protein	2	161	0	0.0			0.0
BOOKHB_11630	hypothetical protein	1	159	0	0.0			0.0
FDOLEH_01820	antibiotic biosynthesis monooxygenase	125	98	0	0.0			0.0
KGFFKI_06810	GTP pyrophosphokinase	125	190	0	0.0			0.0
HEEDGJ_01210	hypothetical protein	1	140	0	0.0			0.0
PNIJEF_04760	Biotin carboxyl carrier protein of acetyl-CoAcarboxylase	1	119	0	0.0			0.0
OIJOPB_10060	hypothetical protein	1	78	0	0.0			0.0
GHKIBE_05915	hypothetical protein	1	63	0	0.0			0.0
CMGIPM_00800	hypothetical protein	1	220	0	0.0			0.0
AOEIMC_05325	Putative shikimate kinase	125	172	0	0.0			0.0
FLPKAP_09655	dienelactone hydrolase	125	119	0	0.0			0.0
CMOMEB_00010	hypothetical protein	1	97	0	0.0			0.0
CPFJAA_07195	Transferrin binding protein B	1	705	0	0.0			0.0
JDLPOL_11000	hypothetical protein	1	79	0	0.0			0.0
CLFGNL_03905	hypothetical protein	1	154	0	0.0			0.0
OIJOPB_03850	hypothetical protein	1	111	0	0.0			0.0
AFIEGL_09470	Protein of putative function (Hypoth_ymh)	125	199	0	0.0			0.0
OPCPNN_08375	hypothetical protein	1	69	0	0.0			0.0
HBDHPE_04525	hypothetical protein	46	62	0	0.0			0.0
LMPAAK_11345	Phage associated protein	1	104	0	0.0			0.0
CEEHEF_08245	hypothetical protein	1	64	0	0.0			0.0
KOBKIE_05205	hypothetical protein	1	86	0	0.0			0.0
DCBGBN_10270	thymidylate synthase	125	267	0	0.0			0.0
DNHNFJ_09405	hypothetical protein	2	101	0	0.0			0.0
MCBNGC_10045	MafI family immunity protein	114	77	0	0.0			0.0
DNHNFJ_05840	hypothetical protein	2	74	0	0.0			0.0
HLLAKN_03610	hypothetical protein	1	111	0	0.0			0.0
FLIFPJ_10345	pilin	1	206	0	0.0			0.0
BKGJEI_03020	Phage associated protein	125	96	0	0.0			0.0
OIJOPB_02570	RIP metalloprotease RseP	125	447	0	0.0			0.0
DPOILH_11275	resolvase	7	185	0	0.0			0.0
HEPKNL_07960	hypothetical protein	1	156	0	0.0			0.0
OPCPNN_10850	hypothetical protein	1	86	0	0.0			0.0
MCMGGC_06500	rhodanese-like domain-containing protein	125	120	0	0.0			0.0
FLIFPJ_03140	hypothetical protein	1	35	0	0.0			0.0
HPHECO_09285	hypothetical protein	1	164	0	0.0			0.0
DPOILH_07110	23S rRNA methyltransferase	2	433	0	0.0			0.0
GONEAM_06535	hypothetical protein	121	111	0	0.0			0.0
GILMCH_03075	outer membrane lipid asymmetry maintenanceprotein MlaD	125	165	0	0.0			0.0
FLPKAP_10150	5-(carboxyamino)imidazole ribonucleotide mutase	125	162	0	0.0			0.0
CPFJAA_11245	toxin	3	403	0	0.0			0.0
FOGPJI_08350	hypothetical protein	16	79	0	0.0			0.0
CJNHGO_04785	hypothetical protein	125	175	0	0.0			0.0
DPNOOC_00915	Membrane protein	125	30	0	0.0			0.0
OIJOPB_08110	ACT domain-containing protein	125	91	0	0.0			0.0
ACIHAE_04085	type IV pilus prepilin peptidase	125	287	0	0.0			0.0
LKENIL_01880	YecA family protein	125	221	0	0.0			0.0
FPFEIB_10945	Type IV major pilin protein PilE	1	175	0	0.0			0.0
FPKBML_06900	hypothetical protein	1	223	0	0.0			0.0
CLFGNL_05290	Putative lipoprotein	5	55	0	0.0			0.0
FLPKAP_02840	hypothetical protein	125	82	0	0.0			0.0
BOOKHB_03045	signal peptidase II	2	217	0	0.0			0.0
AHNHIN_00640	hypothetical protein	1	127	0	0.0			0.0
FOAFML_09835	hypothetical protein	125	39	0	0.0			0.0
CEEHEF_00235	MarR family transcriptional regulator	125	144	0	0.0			0.0
PMGANF_05120	polymorphic toxin MafB class 3	1	521	0	0.0			0.0
HEPKNL_05270	5'-methylthioadenosine/adenosylhomocysteinenucleosidase	125	234	0	0.0			0.0
MCBNGC_09885	glycosyltransferase family 4 protein	114	355	0	0.0			0.0
LMPAAK_03140	hypothetical protein	1	40	0	0.0			0.0
NNPMCJ_01455	cadmium transporter	125	205	0	0.0			0.0
DNHNFJ_11205	Replication initiation protein	2	340	0	0.0			0.0
LGFMJF_02155	type IV fimbrial biogenesis and twitchingmotility protein PilW	125	254	0	0.0			0.0
HEEDGJ_01245	MAPEG family	125	128	0	0.0			0.0
DPOILH_07865	HicB family protein	92	134	0	0.0			0.0
DCBGBN_00005	hypothetical protein	1	211	0	0.0			0.0
HLLAKN_08785	hypothetical protein	16	176	0	0.0			0.0
GHKIBE_06790	hypothetical protein	1	249	0	0.0			0.0
OIJOPB_07010	hypothetical protein	1	103	0	0.0			0.0
JDLPOL_09565	hypothetical protein	2	42	0	0.0			0.0
LMPAAK_05865	Putative serotype-1-specific antigen	1	158	0	0.0			0.0
LMPAAK_08275	Transferrin-binding protein B	1	717	0	0.0			0.0
DDFKJF_07885	hypothetical protein	125	140	0	0.0			0.0
GONEAM_02015	ubiquinol-cytochrome c reductase iron-sulfursubunit	125	194	0	0.0			0.0
NKPBLJ_03510	ribonuclease HII	125	195	0	0.0			0.0
CPFJAA_07175	Putative phospholipase A1	125	380	0	0.0			0.0
AAJHJC_10610	site-specific DNA-methyltransferase	91	126	0	0.0			0.0
DKMLDN_06840	1,6-anhydro-N-acetylmuramyl-L-alanine amidaseAmpD	125	191	0	0.0			0.0
GBEPFH_02860	hypothetical protein	1	107	0	0.0			0.0
LKENIL_08260	PLDc-2 domain-containing protein	93	388	0	0.0			0.0
BCKFAO_03910	DNA gyrase subunit B	125	106	0	0.0			0.0
LMPAAK_11325	putative conserved protein, containsExtensin-like_C domain	1	544	0	0.0			0.0
MKPBBA_11595	DUF3238 domain-containing protein	1	462	0	0.0			0.0
EBIOOC_06730	ammonia channel protein	125	489	0	0.0			0.0
DDFKJF_07865	hypothetical protein	1	48	0	0.0			0.0
DKMLDN_04815	Aldehyde dehydrogenase	125	67	0	0.0			0.0
NCAMBD_05300	hypothetical protein	13	155	0	0.0			0.0
LGFMJF_09720	prokaryotic lipo-attachment site family protein	125	57	0	0.0			0.0
AOEIMC_01725	endonuclease	125	296	0	0.0			0.0
BAEFEI_01345	hypothetical protein	1	194	0	0.0			0.0
GHKIBE_08830	DUF1132 domain-containing protein	1	106	0	0.0			0.0
CEMIJF_00005	hypothetical protein	1	321	0	0.0			0.0
FLPKAP_10245	hypothetical protein	1	235	0	0.0			0.0
FLPKAP_00680	hypothetical protein	1	120	0	0.0			0.0
FNBPCP_09095	hypothetical protein	1	181	0	0.0			0.0
DFBINA_05545	Sulfite reductase beta subunit	124	96	0	0.0			0.0
CLFGNL_11480	hypothetical protein	7	76	0	0.0			0.0
CEEHEF_10420	putative chromosome-partitioning protein ParB	125	287	0	0.0			0.0
AAJHJC_10285	VacJ	125	121	0	0.0			0.0
BAEFEI_03095	hypothetical protein	1	141	0	0.0			0.0
OIJOPB_10385	type IV conjugative transfer system protein TraL	47	94	0	0.0			0.0
CPFJAA_11390	TraK	7	140	0	0.0			0.0
AAJHJC_05070	hypothetical protein	1	73	0	0.0			0.0
CLFGNL_03895	Outer membrane receptor protein, Fe transport	1	1206	0	0.0			0.0
AAJHJC_02215	hypothetical protein	1	159	0	0.0			0.0
GILMCH_00690	50S ribosomal protein L27	125	91	0	0.0			0.0
GONEAM_07020	1-acyl-sn-glycerol-3-phosphate acyltransferase	125	256	0	0.0			0.0
DBIOJN_06170	hypothetical protein	1	124	0	0.0			0.0
GONEAM_06205	General secretion pathway protein GspG	125	111	0	0.0			0.0
PDBIIP_06310	pilin	1	124	0	0.0			0.0
IECMBI_01625	electron transfer flavoprotein-ubiquinoneoxidoreductase	125	554	0	0.0			0.0
AOEIMC_03115	30S ribosomal protein S2	125	243	0	0.0			0.0
LKENIL_07585	DUF4177 domain-containing protein	125	72	0	0.0			0.0
OIJOPB_01835	hypothetical protein	1	388	0	0.0			0.0
JDLPOL_07995	hypothetical protein	1	230	0	0.0			0.0
LBAEBK_01085	tRNA(adenosine(37)-N6)-threonylcarbamoyltransferase complexdimerization subunit type 1 TsaB	125	226	0	0.0			0.0
AENKPA_09275	biosynthetic arginine decarboxylase	125	631	0	0.0			0.0
MKPBBA_11600	putative protein family (UPF0715)	1	128	0	0.0			0.0
GONEAM_11185	restriction endonuclease	125	264	0	0.0			0.0
BAEFEI_00050	MobC family plasmid mobilization relaxosomeprotein	1	81	0	0.0			0.0
NADGGK_08440	hypothetical protein	43	173	0	0.0			0.0
HEPKNL_00840	hypothetical protein	1	249	0	0.0			0.0
FLPKAP_01255	hypothetical protein	1	281	0	0.0			0.0
OIJOPB_10350	hypothetical protein	1	75	0	0.0			0.0
PNIJEF_00600	dihydrolipoyl dehydrogenase	125	490	0	0.0			0.0
ELOKED_04550	hypothetical protein	47	37	0	0.0			0.0
EFGCPC_06590	hypothetical protein	1	50	0	0.0			0.0
EFGCPC_02085	bifunctional hydroxymethylpyrimidinekinase/phosphomethylpyrimidine kinase	125	269	0	0.0			0.0
AMHIEJ_03310	hypothetical protein	124	286	0	0.0			0.0
FPKBML_01130	hypothetical protein	3	118	0	0.0			0.0
IECMBI_08120	hypothetical protein	1	144	0	0.0			0.0
LKENIL_08805	hypothetical protein	3	51	0	0.0			0.0
BOOKHB_02510	hypothetical protein	1	64	0	0.0			0.0
LGFMJF_03785	type B 50S ribosomal protein L31	125	92	0	0.0			0.0
AFIEGL_01085	hypothetical protein	125	44	0	0.0			0.0
MKPBBA_11590	Replication protein	1	83	0	0.0			0.0
CEEHEF_07530	hypothetical protein	14	95	0	0.0			0.0
LMPAAK_02350	Putative phage associated protein	1	128	0	0.0			0.0
HEPKNL_07735	Ydg	1	114	0	0.0			0.0
IECMBI_03800	hypothetical protein	3	45	0	0.0			0.0
ELOKED_01585	NADPH:quinone oxidoreductase MdaB	119	193	0	0.0			0.0
LMPAAK_05810	MafB silent cassette	1	134	0	0.0			0.0
MCBNGC_03565	hypothetical protein	1	121	0	0.0			0.0
LMPAAK_06980	Disulfide bond formation protein B	1	222	0	0.0			0.0
AMHIEJ_01670	cytochrome-c oxidase, cbb3-type subunit II	125	204	0	0.0			0.0
FPFEIB_01165	hypothetical protein	125	160	0	0.0			0.0
AHNHIN_06705	DUF3310 domain-containing protein	7	73	0	0.0			0.0
MCBNGC_01820	Pilus-associated protein	1	189	0	0.0			0.0
LBAEBK_00965	hypothetical protein	1	112	0	0.0			0.0
EGAONJ_11095	hypothetical protein	1	153	0	0.0			0.0
EFGCPC_04475	hypothetical protein	1	341	0	0.0			0.0
JCPBFJ_11365	hypothetical protein	1	368	0	0.0			0.0
HEIKPG_11205	hypothetical protein	1	202	0	0.0			0.0
DFBINA_03240	MORN repeat protein	125	130	0	0.0			0.0
HEPKNL_03225	hypothetical protein	1	92	0	0.0			0.0
DFBINA_04560	Epoxyqueuosine reductase QueH	125	242	0	0.0			0.0
BCKFAO_02255	replication-associated recombination protein A	125	437	0	0.0			0.0
ELOKED_10095	30S ribosomal protein S10	125	104	0	0.0			0.0
BDBLMF_09395	pilin	1	161	0	0.0			0.0
HMKGBL_04840	hypothetical protein	125	104	0	0.0			0.0
EFGCPC_06255	hypothetical protein	1	184	0	0.0			0.0
NADGGK_09045	Putative phage replication initiation protein	1	37	0	0.0			0.0
HEPKNL_04660	hypothetical protein	1	112	0	0.0			0.0
OPCPNN_04810	hypothetical protein	1	94	0	0.0			0.0
BOOKHB_00420	hypothetical protein	1	97	0	0.0			0.0
AAPKIE_11160	hypothetical protein	1	95	0	0.0			0.0
HPHECO_00465	cbb3-type cytochrome oxidase assembly proteinCcoS	125	62	0	0.0			0.0
KGAFGA_03405	hypothetical protein	1	133	0	0.0			0.0
AAPKIE_03830	hypothetical protein	125	157	0	0.0			0.0
LMPAAK_11340	Phage associated protein	1	67	0	0.0			0.0
DKMLDN_09325	6-phosphogluconolactonase	125	232	0	0.0			0.0
AFIEGL_04710	UPF0434 protein NMCC_0628	125	61	0	0.0			0.0
KHMBHM_08355	hypothetical protein	78	156	0	0.0			0.0
CEMIJF_09680	NADH dehydrogenase I subunit N	125	89	0	0.0			0.0
ACIHAE_03355	sodium:proton antiporter	125	463	0	0.0			0.0
OPCPNN_10170	Immunity protein 8	22	120	0	0.0			0.0
GILMCH_03400	outer membrane protein assembly factor BamE	110	110	0	0.0			0.0
GONEAM_03865	NnrS protein	125	385	0	0.0			0.0
GILMCH_11070	transcriptional regulator	125	245	0	0.0			0.0
CLFGNL_11155	glycosyltransferase family 25 protein	1	281	0	0.0			0.0
HPHECO_05720	F0F1 ATP synthase subunit B	125	157	0	0.0			0.0
EHJIKO_10115	DedA family protein	125	215	0	0.0			0.0
MPNNBP_11000	50S ribosomal protein L6	125	178	0	0.0			0.0
PNIJEF_00110	RNA-binding protein	125	134	0	0.0			0.0
CLFGNL_03210	Transposase	1	182	0	0.0			0.0
HCCGLM_03715	MTS domain-containing protein	125	136	0	0.0			0.0
JDLPOL_02145	hypothetical protein	4	93	0	0.0			0.0
JMBIMI_09370	Fimbrial protein MS11-D3A	2	157	0	0.0			0.0
JMBIMI_02915	hypothetical protein	2	78	0	0.0			0.0
PDBIIP_04295	phage baseplate assembly protein V	2	175	0	0.0			0.0
JMMAGG_00005	hypothetical protein	1	124	0	0.0			0.0
OFCCKL_09765	adenylyltransferase	112	257	0	0.0			0.0
IECMBI_06330	Hemolysin	1	64	0	0.0			0.0
DPNOOC_06335	Putative TonB-dependent ferric siderophorereceptor, truncated	122	398	0	0.0			0.0
MPNNBP_08095	Methylitaconate delta2-delta3-isomerase	20	205	0	0.0			0.0
LGFMJF_03295	ISC system 2Fe-2S type ferredoxin	125	114	0	0.0			0.0
NMJJFA_11205	hypothetical protein	1	152	0	0.0			0.0
LKENIL_00575	hypothetical protein	88	37	0	0.0			0.0
LBAEBK_11270	hypothetical protein	1	120	0	0.0			0.0
CJNHGO_06615	RDD family protein	125	189	0	0.0			0.0
PMGANF_03010	hypothetical protein	36	41	0	0.0			0.0
BDBLMF_01280	Spermidine/putrescine ABC transporter	13	48	0	0.0			0.0
CPFJAA_03715	FAD assembly factor SdhE	125	83	0	0.0			0.0
HPHECO_11025	conjugal transfer protein TrbI	40	182	0	0.0			0.0
DBIOJN_07425	NlpA lipoprotein	125	289	0	0.0			0.0
IPDDEA_03640	methionine biosynthesis protein MetW	125	194	0	0.0			0.0
ICENOK_11110	oxidative damage protection protein	1	106	0	0.0			0.0
DFBINA_02755	Putative rRNA methylase	125	107	0	0.0			0.0
